accession,chrom,start,end,strand,methylation_percent
ENCFF959WCA,chr8,1798559,1798560,-,0
ENCFF959WCA,chr8,1798563,1798564,+,0
ENCFF959WCA,chr8,1798564,1798565,-,0
ENCFF959WCA,chr8,1798597,1798598,+,0
ENCFF959WCA,chr8,1798598,1798599,-,0
ENCFF959WCA,chr8,1798600,1798601,+,0
ENCFF959WCA,chr8,1798601,1798602,-,0
ENCFF959WCA,chr8,1798634,1798635,+,0
ENCFF959WCA,chr8,1798635,1798636,-,0
ENCFF959WCA,chr8,1798637,1798638,+,0
ENCFF959WCA,chr8,1798638,1798639,-,0
ENCFF959WCA,chr8,1798671,1798672,+,0
ENCFF959WCA,chr8,1798672,1798673,-,0
ENCFF959WCA,chr8,1798674,1798675,+,0
ENCFF959WCA,chr8,1798675,1798676,-,0
ENCFF959WCA,chr8,1798711,1798712,+,0
ENCFF959WCA,chr8,1798712,1798713,-,0
ENCFF959WCA,chr8,1798743,1798744,+,0
ENCFF959WCA,chr8,1798744,1798745,-,0
ENCFF959WCA,chr8,1798748,1798749,+,0
ENCFF959WCA,chr8,1798749,1798750,-,100
ENCFF959WCA,chr8,1798780,1798781,+,0
ENCFF959WCA,chr8,1798781,1798782,-,100
ENCFF959WCA,chr8,1798785,1798786,+,0
ENCFF959WCA,chr8,1798786,1798787,-,100
ENCFF959WCA,chr8,1798802,1798803,+,0
ENCFF959WCA,chr8,1798803,1798804,-,50
ENCFF959WCA,chr8,1798905,1798906,+,100
ENCFF959WCA,chr8,1798906,1798907,-,100
ENCFF959WCA,chr8,1798924,1798925,+,100
ENCFF959WCA,chr8,1798925,1798926,-,100
ENCFF959WCA,chr8,1799003,1799004,+,100
ENCFF959WCA,chr8,1799004,1799005,-,100
ENCFF959WCA,chr8,1799052,1799053,+,100
ENCFF959WCA,chr8,1799053,1799054,-,88
ENCFF959WCA,chr8,1799078,1799079,+,100
ENCFF959WCA,chr8,1799079,1799080,-,100
ENCFF959WCA,chr8,1799089,1799090,+,100
ENCFF959WCA,chr8,1799090,1799091,-,74
ENCFF959WCA,chr8,1799282,1799283,+,0
ENCFF959WCA,chr8,1799283,1799284,-,0
ENCFF959WCA,chr8,1799503,1799504,+,100
ENCFF959WCA,chr8,1799504,1799505,-,100
ENCFF959WCA,chr8,1799547,1799548,+,63
ENCFF959WCA,chr8,1799548,1799549,-,47
ENCFF959WCA,chr8,1799732,1799733,+,11
ENCFF959WCA,chr8,1799733,1799734,-,8
ENCFF959WCA,chr8,1799846,1799847,+,88
ENCFF959WCA,chr8,1799847,1799848,-,100
ENCFF959WCA,chr8,1799857,1799858,+,100
ENCFF959WCA,chr8,1799858,1799859,-,100
ENCFF959WCA,chr8,1799889,1799890,+,100
ENCFF959WCA,chr8,1799890,1799891,-,73
ENCFF959WCA,chr8,1799951,1799952,+,0
ENCFF959WCA,chr8,1799952,1799953,-,6
ENCFF959WCA,chr8,1800104,1800105,+,4
ENCFF959WCA,chr8,1800105,1800106,-,0
ENCFF959WCA,chr8,1800286,1800287,+,44
ENCFF959WCA,chr8,1800287,1800288,-,44
ENCFF959WCA,chr8,1800294,1800295,+,28
ENCFF959WCA,chr8,1800295,1800296,-,28
ENCFF959WCA,chr8,1800370,1800371,+,0
ENCFF959WCA,chr8,1800371,1800372,-,0
ENCFF959WCA,chr8,1800399,1800400,+,0
ENCFF959WCA,chr8,1800400,1800401,-,0
ENCFF959WCA,chr8,1800430,1800431,+,9
ENCFF959WCA,chr8,1800431,1800432,-,7
ENCFF959WCA,chr8,1800473,1800474,+,67
ENCFF959WCA,chr8,1800474,1800475,-,56
ENCFF959WCA,chr8,1800573,1800574,+,53
ENCFF959WCA,chr8,1800574,1800575,-,40
ENCFF959WCA,chr8,1800583,1800584,+,71
ENCFF959WCA,chr8,1800584,1800585,-,35
ENCFF959WCA,chr8,1800619,1800620,+,75
ENCFF959WCA,chr8,1800620,1800621,-,65
ENCFF959WCA,chr8,1800649,1800650,+,59
ENCFF959WCA,chr8,1800650,1800651,-,63
ENCFF959WCA,chr8,1800708,1800709,+,100
ENCFF959WCA,chr8,1800709,1800710,-,85
ENCFF959WCA,chr8,1800727,1800728,+,100
ENCFF959WCA,chr8,1800728,1800729,-,93
ENCFF959WCA,chr8,1800758,1800759,+,83
ENCFF959WCA,chr8,1800759,1800760,-,85
ENCFF959WCA,chr8,1800770,1800771,+,100
ENCFF959WCA,chr8,1800771,1800772,-,100
ENCFF959WCA,chr8,1800851,1800852,+,44
ENCFF959WCA,chr8,1800852,1800853,-,41
ENCFF959WCA,chr8,1800964,1800965,+,61
ENCFF959WCA,chr8,1800965,1800966,-,71
ENCFF959WCA,chr8,1800982,1800983,+,100
ENCFF959WCA,chr8,1800983,1800984,-,100
ENCFF959WCA,chr8,1801071,1801072,+,96
ENCFF959WCA,chr8,1801072,1801073,-,100
ENCFF959WCA,chr8,1801074,1801075,+,96
ENCFF959WCA,chr8,1801075,1801076,-,90
ENCFF959WCA,chr8,1801153,1801154,+,81
ENCFF959WCA,chr8,1801154,1801155,-,64
ENCFF959WCA,chr8,1801193,1801194,+,100
ENCFF959WCA,chr8,1801194,1801195,-,97
ENCFF959WCA,chr8,1801221,1801222,+,0
ENCFF959WCA,chr8,1801222,1801223,-,0
ENCFF959WCA,chr8,1801326,1801327,+,100
ENCFF959WCA,chr8,1801327,1801328,-,94
ENCFF959WCA,chr8,1801346,1801347,+,0
ENCFF959WCA,chr8,1801347,1801348,-,0
ENCFF959WCA,chr8,1801542,1801543,+,59
ENCFF959WCA,chr8,1801543,1801544,-,100
ENCFF959WCA,chr8,1801559,1801560,+,83
ENCFF959WCA,chr8,1801560,1801561,-,100
ENCFF959WCA,chr8,1801603,1801604,+,100
ENCFF959WCA,chr8,1801604,1801605,-,100
ENCFF959WCA,chr8,1801619,1801620,+,100
ENCFF959WCA,chr8,1801620,1801621,-,100
ENCFF959WCA,chr8,1801641,1801642,+,100
ENCFF959WCA,chr8,1801642,1801643,-,100
ENCFF959WCA,chr8,1801656,1801657,+,100
ENCFF959WCA,chr8,1801657,1801658,-,100
ENCFF959WCA,chr8,1801667,1801668,+,100
ENCFF959WCA,chr8,1801668,1801669,-,100
ENCFF959WCA,chr8,1801734,1801735,+,100
ENCFF959WCA,chr8,1801735,1801736,-,100
ENCFF959WCA,chr8,1801738,1801739,+,100
ENCFF959WCA,chr8,1801739,1801740,-,96
ENCFF959WCA,chr8,1801740,1801741,+,96
ENCFF959WCA,chr8,1801741,1801742,-,96
ENCFF959WCA,chr8,1801768,1801769,+,10
ENCFF959WCA,chr8,1801769,1801770,-,63
ENCFF959WCA,chr8,1801773,1801774,+,76
ENCFF959WCA,chr8,1801774,1801775,-,88
ENCFF959WCA,chr8,1801785,1801786,+,20
ENCFF959WCA,chr8,1801786,1801787,-,63
ENCFF959WCA,chr8,1801893,1801894,+,100
ENCFF959WCA,chr8,1801894,1801895,-,90
ENCFF959WCA,chr8,1801950,1801951,+,93
ENCFF959WCA,chr8,1801951,1801952,-,83
ENCFF959WCA,chr8,1802061,1802062,+,42
ENCFF959WCA,chr8,1802062,1802063,-,100
ENCFF959WCA,chr8,1802091,1802092,+,67
ENCFF959WCA,chr8,1802092,1802093,-,56
ENCFF959WCA,chr8,1802106,1802107,+,100
ENCFF959WCA,chr8,1802107,1802108,-,94
ENCFF959WCA,chr8,1802137,1802138,+,92
ENCFF959WCA,chr8,1802138,1802139,-,100
ENCFF959WCA,chr8,1802161,1802162,+,100
ENCFF959WCA,chr8,1802162,1802163,-,48
ENCFF959WCA,chr8,1802247,1802248,+,89
ENCFF959WCA,chr8,1802248,1802249,-,82
ENCFF959WCA,chr8,1802251,1802252,+,100
ENCFF959WCA,chr8,1802252,1802253,-,95
ENCFF959WCA,chr8,1802272,1802273,+,100
ENCFF959WCA,chr8,1802273,1802274,-,95
ENCFF959WCA,chr8,1802311,1802312,+,45
ENCFF959WCA,chr8,1802312,1802313,-,65
ENCFF959WCA,chr8,1802341,1802342,+,100
ENCFF959WCA,chr8,1802342,1802343,-,100
ENCFF959WCA,chr8,1802402,1802403,+,41
ENCFF959WCA,chr8,1802403,1802404,-,38
ENCFF959WCA,chr8,1802575,1802576,+,100
ENCFF959WCA,chr8,1802576,1802577,-,100
ENCFF959WCA,chr8,1802593,1802594,+,85
ENCFF959WCA,chr8,1802594,1802595,-,100
ENCFF959WCA,chr8,1802632,1802633,+,100
ENCFF959WCA,chr8,1802633,1802634,-,100
ENCFF959WCA,chr8,1802693,1802694,+,95
ENCFF959WCA,chr8,1802694,1802695,-,100
ENCFF959WCA,chr8,1803078,1803079,+,100
ENCFF959WCA,chr8,1803079,1803080,-,100
ENCFF959WCA,chr8,1803113,1803114,+,100
ENCFF959WCA,chr8,1803114,1803115,-,93
ENCFF959WCA,chr8,1803159,1803160,+,100
ENCFF959WCA,chr8,1803160,1803161,-,69
ENCFF959WCA,chr8,1803253,1803254,+,100
ENCFF959WCA,chr8,1803254,1803255,-,100
ENCFF959WCA,chr8,1803276,1803277,+,100
ENCFF959WCA,chr8,1803277,1803278,-,100
ENCFF959WCA,chr8,1803297,1803298,+,85
ENCFF959WCA,chr8,1803298,1803299,-,100
ENCFF959WCA,chr8,1803299,1803300,+,0
ENCFF959WCA,chr8,1803300,1803301,-,0
ENCFF959WCA,chr8,1803318,1803319,+,100
ENCFF959WCA,chr8,1803319,1803320,-,100
ENCFF959WCA,chr8,1803348,1803349,+,75
ENCFF959WCA,chr8,1803349,1803350,-,0
ENCFF959WCA,chr8,1803384,1803385,+,67
ENCFF959WCA,chr8,1803385,1803386,-,100
ENCFF959WCA,chr8,1803416,1803417,+,100
ENCFF959WCA,chr8,1803417,1803418,-,100
ENCFF959WCA,chr8,1803426,1803427,+,100
ENCFF959WCA,chr8,1803427,1803428,-,100
ENCFF959WCA,chr8,1803448,1803449,+,100
ENCFF959WCA,chr8,1803449,1803450,-,100
ENCFF959WCA,chr8,1803543,1803544,+,41
ENCFF959WCA,chr8,1803544,1803545,-,55
ENCFF959WCA,chr8,1803575,1803576,+,88
ENCFF959WCA,chr8,1803576,1803577,-,90
ENCFF959WCA,chr8,1803603,1803604,+,100
ENCFF959WCA,chr8,1803604,1803605,-,100
ENCFF959WCA,chr8,1803615,1803616,+,100
ENCFF959WCA,chr8,1803616,1803617,-,100
ENCFF959WCA,chr8,1803622,1803623,+,100
ENCFF959WCA,chr8,1803623,1803624,-,100
ENCFF959WCA,chr8,1803670,1803671,+,100
ENCFF959WCA,chr8,1803671,1803672,-,75
ENCFF959WCA,chr8,1803719,1803720,+,100
ENCFF959WCA,chr8,1803720,1803721,-,100
ENCFF959WCA,chr8,1803807,1803808,+,100
ENCFF959WCA,chr8,1803808,1803809,-,94
ENCFF959WCA,chr8,1803845,1803846,+,91
ENCFF959WCA,chr8,1803846,1803847,-,100
ENCFF959WCA,chr8,1803990,1803991,+,87
ENCFF959WCA,chr8,1803991,1803992,-,95
ENCFF959WCA,chr8,1804171,1804172,+,100
ENCFF959WCA,chr8,1804172,1804173,-,100
ENCFF959WCA,chr8,1804232,1804233,+,100
ENCFF959WCA,chr8,1804233,1804234,-,92
ENCFF959WCA,chr8,1804288,1804289,+,76
ENCFF959WCA,chr8,1804289,1804290,-,82
ENCFF959WCA,chr8,1804328,1804329,+,89
ENCFF959WCA,chr8,1804329,1804330,-,92
ENCFF959WCA,chr8,1804359,1804360,+,95
ENCFF959WCA,chr8,1804360,1804361,-,100
ENCFF959WCA,chr8,1804429,1804430,+,100
ENCFF959WCA,chr8,1804430,1804431,-,100
ENCFF959WCA,chr8,1804976,1804977,+,77
ENCFF959WCA,chr8,1804977,1804978,-,79
ENCFF959WCA,chr8,1805061,1805062,+,85
ENCFF959WCA,chr8,1805062,1805063,-,100
ENCFF959WCA,chr8,1805072,1805073,+,92
ENCFF959WCA,chr8,1805073,1805074,-,100
ENCFF959WCA,chr8,1805107,1805108,+,90
ENCFF959WCA,chr8,1805108,1805109,-,90
ENCFF959WCA,chr8,1805147,1805148,+,100
ENCFF959WCA,chr8,1805148,1805149,-,100
ENCFF959WCA,chr8,1805262,1805263,+,80
ENCFF959WCA,chr8,1805263,1805264,-,63
ENCFF959WCA,chr8,1805551,1805552,+,100
ENCFF959WCA,chr8,1805552,1805553,-,96
ENCFF959WCA,chr8,1805589,1805590,+,94
ENCFF959WCA,chr8,1805590,1805591,-,89
ENCFF959WCA,chr8,1805621,1805622,+,80
ENCFF959WCA,chr8,1805622,1805623,-,85
ENCFF959WCA,chr8,1805696,1805697,+,100
ENCFF959WCA,chr8,1805697,1805698,-,67
ENCFF959WCA,chr8,1805738,1805739,+,100
ENCFF959WCA,chr8,1805739,1805740,-,100
ENCFF959WCA,chr8,1805777,1805778,+,100
ENCFF959WCA,chr8,1805778,1805779,-,100
ENCFF959WCA,chr8,1805896,1805897,+,100
ENCFF959WCA,chr8,1805897,1805898,-,100
ENCFF959WCA,chr8,1806198,1806199,+,94
ENCFF959WCA,chr8,1806199,1806200,-,83
ENCFF959WCA,chr8,1806217,1806218,+,100
ENCFF959WCA,chr8,1806218,1806219,-,100
ENCFF959WCA,chr8,1806227,1806228,+,87
ENCFF959WCA,chr8,1806228,1806229,-,100
ENCFF959WCA,chr8,1806314,1806315,+,32
ENCFF959WCA,chr8,1806315,1806316,-,80
ENCFF959WCA,chr8,1806387,1806388,+,100
ENCFF959WCA,chr8,1806388,1806389,-,85
ENCFF959WCA,chr8,1806530,1806531,+,100
ENCFF959WCA,chr8,1806531,1806532,-,90
ENCFF959WCA,chr8,1806614,1806615,+,48
ENCFF959WCA,chr8,1806615,1806616,-,48
ENCFF959WCA,chr8,1806657,1806658,+,94
ENCFF959WCA,chr8,1806658,1806659,-,96
ENCFF959WCA,chr8,1806675,1806676,+,88
ENCFF959WCA,chr8,1806676,1806677,-,87
ENCFF959WCA,chr8,1806940,1806941,+,33
ENCFF959WCA,chr8,1806941,1806942,-,46
ENCFF959WCA,chr8,1807031,1807032,+,82
ENCFF959WCA,chr8,1807032,1807033,-,94
ENCFF959WCA,chr8,1807103,1807104,+,35
ENCFF959WCA,chr8,1807104,1807105,-,59
ENCFF959WCA,chr8,1807738,1807739,+,100
ENCFF959WCA,chr8,1807739,1807740,-,71
ENCFF959WCA,chr8,1807854,1807855,+,100
ENCFF959WCA,chr8,1807855,1807856,-,100
ENCFF959WCA,chr8,1807942,1807943,+,100
ENCFF959WCA,chr8,1807943,1807944,-,100
ENCFF959WCA,chr8,1807945,1807946,+,100
ENCFF959WCA,chr8,1807946,1807947,-,100
ENCFF959WCA,chr8,1807994,1807995,+,100
ENCFF959WCA,chr8,1807995,1807996,-,100
ENCFF959WCA,chr8,1808005,1808006,+,100
ENCFF959WCA,chr8,1808006,1808007,-,83
ENCFF959WCA,chr8,1808067,1808068,+,76
ENCFF959WCA,chr8,1808068,1808069,-,93
ENCFF959WCA,chr8,1808084,1808085,+,100
ENCFF959WCA,chr8,1808085,1808086,-,100
ENCFF959WCA,chr8,1808148,1808149,+,77
ENCFF959WCA,chr8,1808149,1808150,-,86
ENCFF959WCA,chr8,1808179,1808180,+,100
ENCFF959WCA,chr8,1808180,1808181,-,100
ENCFF959WCA,chr8,1808240,1808241,+,82
ENCFF959WCA,chr8,1808241,1808242,-,100
ENCFF959WCA,chr8,1808393,1808394,+,95
ENCFF959WCA,chr8,1808394,1808395,-,95
ENCFF959WCA,chr8,1808427,1808428,+,100
ENCFF959WCA,chr8,1808428,1808429,-,100
ENCFF959WCA,chr8,1808684,1808685,+,98
ENCFF959WCA,chr8,1808685,1808686,-,92
ENCFF959WCA,chr8,1808720,1808721,+,100
ENCFF959WCA,chr8,1808721,1808722,-,100
ENCFF959WCA,chr8,1808783,1808784,+,26
ENCFF959WCA,chr8,1808784,1808785,-,47
ENCFF959WCA,chr8,1808833,1808834,+,100
ENCFF959WCA,chr8,1808834,1808835,-,100
ENCFF959WCA,chr8,1808874,1808875,+,100
ENCFF959WCA,chr8,1808875,1808876,-,100
ENCFF959WCA,chr8,1809022,1809023,+,100
ENCFF959WCA,chr8,1809023,1809024,-,100
ENCFF959WCA,chr8,1809080,1809081,+,0
ENCFF959WCA,chr8,1809081,1809082,-,0
ENCFF959WCA,chr8,1809140,1809141,+,0
ENCFF959WCA,chr8,1809141,1809142,-,0
ENCFF959WCA,chr8,1809167,1809168,+,76
ENCFF959WCA,chr8,1809168,1809169,-,90
ENCFF959WCA,chr8,1809200,1809201,+,3
ENCFF959WCA,chr8,1809201,1809202,-,13
ENCFF959WCA,chr8,1809210,1809211,+,0
ENCFF959WCA,chr8,1809211,1809212,-,30
ENCFF959WCA,chr8,1809212,1809213,+,9
ENCFF959WCA,chr8,1809213,1809214,-,0
ENCFF959WCA,chr8,1809266,1809267,+,0
ENCFF959WCA,chr8,1809267,1809268,-,0
ENCFF959WCA,chr8,1809361,1809362,+,0
ENCFF959WCA,chr8,1809362,1809363,-,0
ENCFF959WCA,chr8,1809384,1809385,+,0
ENCFF959WCA,chr8,1809385,1809386,-,0
ENCFF959WCA,chr8,1809422,1809423,+,0
ENCFF959WCA,chr8,1809423,1809424,-,0
ENCFF959WCA,chr8,1809451,1809452,+,0
ENCFF959WCA,chr8,1809452,1809453,-,0
ENCFF959WCA,chr8,1809523,1809524,+,0
ENCFF959WCA,chr8,1809524,1809525,-,0
ENCFF959WCA,chr8,1809553,1809554,+,5
ENCFF959WCA,chr8,1809554,1809555,-,11
ENCFF959WCA,chr8,1809694,1809695,+,14
ENCFF959WCA,chr8,1809695,1809696,-,13
ENCFF959WCA,chr8,1809704,1809705,+,63
ENCFF959WCA,chr8,1809705,1809706,-,67
ENCFF959WCA,chr8,1809776,1809777,+,0
ENCFF959WCA,chr8,1809777,1809778,-,0
ENCFF959WCA,chr8,1809791,1809792,+,0
ENCFF959WCA,chr8,1809792,1809793,-,0
ENCFF959WCA,chr8,1809793,1809794,+,0
ENCFF959WCA,chr8,1809794,1809795,-,0
ENCFF959WCA,chr8,1809804,1809805,+,0
ENCFF959WCA,chr8,1809805,1809806,-,0
ENCFF959WCA,chr8,1809806,1809807,+,0
ENCFF959WCA,chr8,1809807,1809808,-,0
ENCFF959WCA,chr8,1809817,1809818,+,0
ENCFF959WCA,chr8,1809818,1809819,-,0
ENCFF959WCA,chr8,1809830,1809831,+,0
ENCFF959WCA,chr8,1809831,1809832,-,0
ENCFF959WCA,chr8,1809832,1809833,+,0
ENCFF959WCA,chr8,1809833,1809834,-,0
ENCFF959WCA,chr8,1809850,1809851,+,0
ENCFF959WCA,chr8,1809851,1809852,-,0
ENCFF959WCA,chr8,1809856,1809857,+,0
ENCFF959WCA,chr8,1809857,1809858,-,0
ENCFF959WCA,chr8,1809859,1809860,+,0
ENCFF959WCA,chr8,1809860,1809861,-,5
ENCFF959WCA,chr8,1809873,1809874,+,0
ENCFF959WCA,chr8,1809874,1809875,-,13
ENCFF959WCA,chr8,1809939,1809940,+,100
ENCFF959WCA,chr8,1809940,1809941,-,100
ENCFF959WCA,chr8,1810095,1810096,+,100
ENCFF959WCA,chr8,1810096,1810097,-,0
ENCFF959WCA,chr8,1810118,1810119,+,0
ENCFF959WCA,chr8,1810119,1810120,-,0
ENCFF959WCA,chr8,1810237,1810238,+,0
ENCFF959WCA,chr8,1810238,1810239,-,0
ENCFF959WCA,chr8,1810254,1810255,+,100
ENCFF959WCA,chr8,1810255,1810256,-,100
ENCFF959WCA,chr8,1810271,1810272,+,100
ENCFF959WCA,chr8,1810272,1810273,-,100
ENCFF959WCA,chr8,1810301,1810302,+,100
ENCFF959WCA,chr8,1810302,1810303,-,100
ENCFF959WCA,chr8,1810310,1810311,+,100
ENCFF959WCA,chr8,1810311,1810312,-,100
ENCFF959WCA,chr8,1810494,1810495,+,96
ENCFF959WCA,chr8,1810495,1810496,-,100
ENCFF959WCA,chr8,1810574,1810575,+,100
ENCFF959WCA,chr8,1810575,1810576,-,85
ENCFF959WCA,chr8,1810595,1810596,+,90
ENCFF959WCA,chr8,1810596,1810597,-,92
ENCFF959WCA,chr8,1810642,1810643,+,96
ENCFF959WCA,chr8,1810643,1810644,-,100
ENCFF959WCA,chr8,1810653,1810654,+,0
ENCFF959WCA,chr8,1810654,1810655,-,8
ENCFF959WCA,chr8,1810678,1810679,+,100
ENCFF959WCA,chr8,1810679,1810680,-,100
ENCFF959WCA,chr8,1810743,1810744,+,72
ENCFF959WCA,chr8,1810744,1810745,-,82
ENCFF959WCA,chr8,1810750,1810751,+,96
ENCFF959WCA,chr8,1810751,1810752,-,100
ENCFF959WCA,chr8,1810774,1810775,+,100
ENCFF959WCA,chr8,1810775,1810776,-,100
ENCFF959WCA,chr8,1810779,1810780,+,100
ENCFF959WCA,chr8,1810780,1810781,-,100
ENCFF959WCA,chr8,1810859,1810860,+,100
ENCFF959WCA,chr8,1810860,1810861,-,96
ENCFF959WCA,chr8,1810887,1810888,+,50
ENCFF959WCA,chr8,1810888,1810889,-,47
ENCFF959WCA,chr8,1810933,1810934,+,91
ENCFF959WCA,chr8,1810934,1810935,-,86
ENCFF959WCA,chr8,1811048,1811049,+,28
ENCFF959WCA,chr8,1811049,1811050,-,75
ENCFF959WCA,chr8,1811177,1811178,+,100
ENCFF959WCA,chr8,1811178,1811179,-,100
ENCFF959WCA,chr8,1811184,1811185,+,100
ENCFF959WCA,chr8,1811185,1811186,-,100
ENCFF959WCA,chr8,1811246,1811247,+,100
ENCFF959WCA,chr8,1811247,1811248,-,93
ENCFF959WCA,chr8,1811274,1811275,+,100
ENCFF959WCA,chr8,1811275,1811276,-,100
ENCFF959WCA,chr8,1811279,1811280,+,0
ENCFF959WCA,chr8,1811280,1811281,-,0
ENCFF959WCA,chr8,1811319,1811320,+,100
ENCFF959WCA,chr8,1811320,1811321,-,100
ENCFF959WCA,chr8,1811325,1811326,+,100
ENCFF959WCA,chr8,1811326,1811327,-,93
ENCFF959WCA,chr8,1811339,1811340,+,100
ENCFF959WCA,chr8,1811340,1811341,-,100
ENCFF959WCA,chr8,1811348,1811349,+,100
ENCFF959WCA,chr8,1811349,1811350,-,100
ENCFF959WCA,chr8,1811356,1811357,+,100
ENCFF959WCA,chr8,1811357,1811358,-,79
ENCFF959WCA,chr8,1811360,1811361,+,100
ENCFF959WCA,chr8,1811361,1811362,-,100
ENCFF959WCA,chr8,1811365,1811366,+,100
ENCFF959WCA,chr8,1811366,1811367,-,98
ENCFF959WCA,chr8,1811381,1811382,+,75
ENCFF959WCA,chr8,1811382,1811383,-,72
ENCFF959WCA,chr8,1811385,1811386,+,100
ENCFF959WCA,chr8,1811386,1811387,-,100
ENCFF959WCA,chr8,1811528,1811529,+,82
ENCFF959WCA,chr8,1811529,1811530,-,79
ENCFF959WCA,chr8,1811539,1811540,+,100
ENCFF959WCA,chr8,1811540,1811541,-,100
ENCFF959WCA,chr8,1811621,1811622,+,100
ENCFF959WCA,chr8,1811622,1811623,-,71
ENCFF959WCA,chr8,1811630,1811631,+,100
ENCFF959WCA,chr8,1811631,1811632,-,100
ENCFF959WCA,chr8,1811648,1811649,+,67
ENCFF959WCA,chr8,1811649,1811650,-,100
ENCFF959WCA,chr8,1811674,1811675,+,100
ENCFF959WCA,chr8,1811675,1811676,-,100
ENCFF959WCA,chr8,1811676,1811677,+,100
ENCFF959WCA,chr8,1811677,1811678,-,100
ENCFF959WCA,chr8,1811744,1811745,+,100
ENCFF959WCA,chr8,1811745,1811746,-,100
ENCFF959WCA,chr8,1811752,1811753,+,100
ENCFF959WCA,chr8,1811753,1811754,-,100
ENCFF959WCA,chr8,1811769,1811770,+,100
ENCFF959WCA,chr8,1811770,1811771,-,80
ENCFF959WCA,chr8,1811786,1811787,+,92
ENCFF959WCA,chr8,1811787,1811788,-,75
ENCFF959WCA,chr8,1811796,1811797,+,88
ENCFF959WCA,chr8,1811797,1811798,-,100
ENCFF959WCA,chr8,1811827,1811828,+,100
ENCFF959WCA,chr8,1811828,1811829,-,100
ENCFF959WCA,chr8,1811834,1811835,+,100
ENCFF959WCA,chr8,1811835,1811836,-,75
ENCFF959WCA,chr8,1811866,1811867,+,100
ENCFF959WCA,chr8,1811867,1811868,-,100
ENCFF959WCA,chr8,1811877,1811878,+,100
ENCFF959WCA,chr8,1811878,1811879,-,100
ENCFF959WCA,chr8,1811923,1811924,+,100
ENCFF959WCA,chr8,1811924,1811925,-,80
ENCFF959WCA,chr8,1811945,1811946,+,100
ENCFF959WCA,chr8,1811946,1811947,-,100
ENCFF959WCA,chr8,1811983,1811984,+,100
ENCFF959WCA,chr8,1811984,1811985,-,100
ENCFF959WCA,chr8,1812022,1812023,+,88
ENCFF959WCA,chr8,1812023,1812024,-,67
ENCFF959WCA,chr8,1812051,1812052,+,0
ENCFF959WCA,chr8,1812052,1812053,-,0
ENCFF959WCA,chr8,1812075,1812076,+,100
ENCFF959WCA,chr8,1812076,1812077,-,100
ENCFF959WCA,chr8,1812084,1812085,+,100
ENCFF959WCA,chr8,1812085,1812086,-,100
ENCFF959WCA,chr8,1812129,1812130,+,93
ENCFF959WCA,chr8,1812130,1812131,-,100
ENCFF959WCA,chr8,1812155,1812156,+,100
ENCFF959WCA,chr8,1812156,1812157,-,100
ENCFF959WCA,chr8,1812207,1812208,+,100
ENCFF959WCA,chr8,1812208,1812209,-,100
ENCFF959WCA,chr8,1812229,1812230,+,63
ENCFF959WCA,chr8,1812230,1812231,-,100
ENCFF959WCA,chr8,1812263,1812264,+,100
ENCFF959WCA,chr8,1812264,1812265,-,100
ENCFF959WCA,chr8,1812278,1812279,+,100
ENCFF959WCA,chr8,1812279,1812280,-,100
ENCFF959WCA,chr8,1812412,1812413,+,100
ENCFF959WCA,chr8,1812413,1812414,-,100
ENCFF959WCA,chr8,1812449,1812450,+,91
ENCFF959WCA,chr8,1812450,1812451,-,0
ENCFF959WCA,chr8,1812452,1812453,+,100
ENCFF959WCA,chr8,1812453,1812454,-,0
ENCFF959WCA,chr8,1812457,1812458,+,100
ENCFF959WCA,chr8,1812458,1812459,-,0
ENCFF959WCA,chr8,1812470,1812471,+,78
ENCFF959WCA,chr8,1812471,1812472,-,0
ENCFF959WCA,chr8,1812602,1812603,+,0
ENCFF959WCA,chr8,1812603,1812604,-,0
ENCFF959WCA,chr8,1812868,1812869,+,100
ENCFF959WCA,chr8,1812869,1812870,-,100
ENCFF959WCA,chr8,1812946,1812947,+,86
ENCFF959WCA,chr8,1812947,1812948,-,50
ENCFF959WCA,chr8,1813126,1813127,+,71
ENCFF959WCA,chr8,1813127,1813128,-,100
ENCFF959WCA,chr8,1813148,1813149,+,100
ENCFF959WCA,chr8,1813149,1813150,-,100
ENCFF959WCA,chr8,1813204,1813205,+,100
ENCFF959WCA,chr8,1813205,1813206,-,100
ENCFF959WCA,chr8,1813244,1813245,+,100
ENCFF959WCA,chr8,1813245,1813246,-,85
ENCFF959WCA,chr8,1813279,1813280,+,100
ENCFF959WCA,chr8,1813280,1813281,-,100
ENCFF959WCA,chr8,1813299,1813300,+,100
ENCFF959WCA,chr8,1813300,1813301,-,100
ENCFF959WCA,chr8,1813350,1813351,+,92
ENCFF959WCA,chr8,1813351,1813352,-,57
ENCFF959WCA,chr8,1813420,1813421,+,100
ENCFF959WCA,chr8,1813421,1813422,-,100
ENCFF959WCA,chr8,1813431,1813432,+,100
ENCFF959WCA,chr8,1813432,1813433,-,100
ENCFF959WCA,chr8,1813454,1813455,+,89
ENCFF959WCA,chr8,1813455,1813456,-,100
ENCFF959WCA,chr8,1813524,1813525,+,100
ENCFF959WCA,chr8,1813525,1813526,-,100
ENCFF959WCA,chr8,1813545,1813546,+,100
ENCFF959WCA,chr8,1813546,1813547,-,100
ENCFF959WCA,chr8,1813605,1813606,+,50
ENCFF959WCA,chr8,1813606,1813607,-,0
